id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RHOA	3	0.00012088	0.00037327	0.119554	58	3	-0.5979	0.99988	0.99988	1.0	18856	0	-0.5979
LOC101927322	3	0.00012127	0.0003738	0.119554	59	3	-1.5986	0.99988	0.99987	1.0	18855	0	-1.5986
PRDM1	3	0.000124	0.00037956	0.119554	60	3	-0.94724	0.99988	0.99987	1.0	18854	0	-0.94724
DOLPP1	3	0.00012776	0.00038742	0.120029	61	3	-0.76413	0.99987	0.99987	1.0	18853	0	-0.76413
TIMD4	3	0.00014679	0.000455	0.138694	62	3	-0.63903	0.99985	0.99985	1.0	18852	0	-0.63903
IFNGR2	3	0.00015828	0.00048329	0.144979	63	3	-0.84282	0.99984	0.99984	1.0	18851	0	-0.84282
SAE1	3	0.00016224	0.00049429	0.145962	64	3	-1.0079	0.99984	0.99984	1.0	18850	0	-1.0079
ERC1	3	0.00018416	0.00055768	0.162148	65	2	-0.60581	0.11254	0.19356	1.0	3591	1	-0.60581
MEN1	3	0.00019382	0.00058178	0.166592	66	3	-1.4963	0.99967	0.99967	1.0	18844	0	-1.4963
RBCK1	3	0.00021809	0.00065408	0.184498	67	2	-1.1539	0.83707	0.83706	1.0	15602	0	-1.1539
MALT1	3	0.00026008	0.000773	0.212871	68	3	-1.1688	0.99629	0.99635	1.0	18730	0	-1.1688
IKBKB	3	0.00026105	0.00077719	0.212871	69	3	-0.89366	0.99262	0.99273	1.0	18650	0	-0.89366
ZDHHC15	3	0.00028833	0.00086101	0.230024	70	3	-0.7593	0.99971	0.9997	1.0	18848	0	-0.7593
COG4	3	0.00029017	0.00086416	0.230024	71	3	-0.89555	0.99971	0.9997	1.0	18847	0	-0.89555
GOSR1	3	0.0003034	0.00089664	0.235355	72	3	-0.56789	0.9997	0.99969	1.0	18846	0	-0.56789
MT1G	3	0.00031209	0.00092807	0.237557	73	2	-0.84254	0.56085	0.57516	1.0	10690	1	-0.84254
PCK2	3	0.00031288	0.00093017	0.237557	74	3	-0.60876	0.99969	0.99968	1.0	18845	0	-0.60876
RNF31	3	0.0003196	0.00095322	0.240198	75	3	-0.83096	0.99916	0.99916	1.0	18817	0	-0.83096
EMP3	3	0.00033243	0.0009946	0.247329	76	3	-1.0152	0.99967	0.99966	1.0	18843	0	-1.0152
AGO4	3	0.00034431	0.0010313	0.250721	77	3	-0.68435	0.99966	0.99965	1.0	18842	0	-0.68435
SELENOP	3	0.00034886	0.0010475	0.250721	78	3	-0.52434	0.99965	0.99964	1.0	18841	0	-0.52434
BICD1	3	0.00034938	0.001048	0.250721	79	3	-0.89173	0.99936	0.99938	1.0	18826	0	-0.89173
COG3	3	0.00035561	0.0010643	0.251423	80	2	-1.1032	0.91393	0.91403	1.0	17055	0	-1.1032
FRG2B	3	0.00037778	0.0011251	0.262498	81	3	-0.38491	0.99962	0.99962	1.0	18840	0	-0.38491
CRISP1	3	0.00039936	0.001179	0.271734	82	3	-0.69304	0.9996	0.9996	1.0	18839	0	-0.69304
TRAPPC5	3	0.00041204	0.0012167	0.277049	83	3	-0.65884	0.99959	0.99958	1.0	18838	0	-0.65884
MMP24	3	0.00044281	0.0013178	0.296499	84	2	-1.2649	0.26017	0.37561	1.0	6999	1	-1.2649
UBE2I	3	0.00046091	0.0013708	0.30109	85	3	-1.3953	0.99954	0.99953	1.0	18836	0	-1.3953
CEACAM5	3	0.00046817	0.001397	0.30109	86	3	-0.43885	0.99953	0.99953	1.0	18835	0	-0.43885
IFNGR1	3	0.00047705	0.0014169	0.30109	87	3	-0.90016	0.99496	0.99508	1.0	18696	0	-0.90016
SPTSSA	3	0.00047705	0.0014169	0.30109	88	3	-0.81053	0.99765	0.99769	1.0	18768	0	-0.81053
PIDD1	3	0.00047792	0.0014179	0.30109	89	3	-0.67929	0.99952	0.99952	1.0	18834	0	-0.67929
ST7L	3	0.0004927	0.0014541	0.302464	90	3	-0.51899	0.99951	0.9995	1.0	18833	0	-0.51899
SHOC2	3	0.00049834	0.0014645	0.302464	91	3	-0.80434	0.99815	0.9982	1.0	18782	0	-0.80434
HDAC7	3	0.0005017	0.0014724	0.302464	92	2	-1.2451	0.83796	0.83796	1.0	15620	0	-1.2451
MEAF6	3	0.00050508	0.0014886	0.302513	93	2	-1.1319	0.96022	0.96049	1.0	17987	0	-1.1319
MRC1	3	0.00052352	0.0015337	0.306357	94	2	-0.5331	0.41827	0.47203	1.0	8766	1	-0.5331
SRD5A2	3	0.00052643	0.00154	0.306357	95	3	-1.298	0.99947	0.99948	1.0	18832	0	-1.298
AIDA	3	0.00054605	0.0015981	0.314614	96	3	-0.57479	0.99945	0.99946	1.0	18831	0	-0.57479
CHUK	3	0.00057212	0.0016736	0.326069	97	3	-0.81655	0.99941	0.99942	1.0	18830	0	-0.81655
AP2M1	3	0.00058007	0.0016971	0.327288	98	2	-0.90219	0.92051	0.92059	1.0	17206	0	-0.90219
FERMT3	3	0.00062826	0.001837	0.350685	99	3	-1.0028	0.99937	0.99939	1.0	18828	0	-1.0028
NPAS3	3	0.00063582	0.0018585	0.351238	100	3	-0.52384	0.99936	0.99938	1.0	18827	0	-0.52384
RARB	3	0.00067674	0.0019722	0.369032	101	3	-0.57004	0.99932	0.99933	1.0	18825	0	-0.57004
TMX1	3	0.00070783	0.0020497	0.376574	102	3	-1.1951	0.99929	0.9993	1.0	18824	0	-1.1951
PGBD5	3	0.0007102	0.0020523	0.376574	103	1	-0.30333	0.90872	0.90882	1.0	16948	0	-0.30333
INTS1	3	0.00074873	0.002165	0.393422	104	3	-0.98537	0.99843	0.99847	1.0	18794	0	-0.98537
NIT2	3	0.0007607	0.0022037	0.393751	105	3	-0.46353	0.99924	0.99925	1.0	18823	0	-0.46353
HOXD13	3	0.00076279	0.0022085	0.393751	106	2	-0.34286	0.014375	0.037754	0.903686	784	1	-0.34286
CHPF2	3	0.00077416	0.0022394	0.395531	107	3	-0.78825	0.99923	0.99923	1.0	18822	0	-0.78825
HSPA5	3	0.00080951	0.0023358	0.402239	108	3	-0.8346	0.99919	0.9992	1.0	18821	0	-0.8346
C17orf47	3	0.00081134	0.0023405	0.402239	109	3	-0.57425	0.99919	0.9992	1.0	18820	0	-0.57425
RRP12	3	0.0008134	0.0023452	0.402239	110	3	-0.61466	0.99919	0.9992	1.0	18819	0	-0.61466
UBA2	3	0.0008194	0.0023625	0.402239	111	3	-1.3025	0.99713	0.99716	1.0	18754	0	-1.3025
DHDDS	3	0.00083141	0.0023897	0.403244	112	3	-0.72602	0.99917	0.99918	1.0	18818	0	-0.72602
SP6	3	0.00085064	0.0024463	0.409139	113	3	-0.51835	0.99702	0.99705	1.0	18750	0	-0.51835
COG2	3	0.00087712	0.0025217	0.415196	114	3	-1.2561	0.99912	0.99913	1.0	18816	0	-1.2561
PGGT1B	3	0.0008789	0.0025265	0.415196	115	3	-0.63224	0.97519	0.97538	1.0	18301	0	-0.63224
ERCC2	3	0.0009123	0.0026265	0.427919	116	3	-0.58997	0.99909	0.9991	1.0	18815	0	-0.58997
NAPA	3	0.0009258	0.0026632	0.430185	117	3	-1.3243	0.98781	0.98798	1.0	18551	0	-1.3243
COQ4	3	0.00095987	0.002757	0.441559	118	3	-0.73521	0.99904	0.99906	1.0	18814	0	-0.73521
STAT3	3	0.0010043	0.0028738	0.456402	119	3	-1.0191	0.999	0.99902	1.0	18813	0	-1.0191
SULT2B1	3	0.0010257	0.0029435	0.459823	120	2	-0.402	0.91758	0.9177	1.0	17136	0	-0.402
ZNF701	3	0.0010258	0.002944	0.459823	121	3	-0.66885	0.99897	0.999	1.0	18812	0	-0.66885
SEC62	3	0.0010369	0.0029744	0.460761	122	3	-0.46492	0.99896	0.99899	1.0	18811	0	-0.46492
ARNT	3	0.001104	0.0031677	0.482891	123	3	-0.54014	0.9989	0.99892	1.0	18810	0	-0.54014
PI4KB	3	0.0011094	0.0031797	0.482891	124	2	-1.3317	0.94974	0.94995	1.0	17770	0	-1.3317
DDA1	3	0.0011154	0.0031939	0.482891	125	3	-0.62132	0.97885	0.97902	1.0	18372	0	-0.62132
VSNL1	3	0.0011461	0.0032819	0.49226	126	3	-0.6314	0.99885	0.99888	1.0	18809	0	-0.6314
PHB2	3	0.0011647	0.003339	0.496882	127	3	-0.6864	0.99884	0.99886	1.0	18808	0	-0.6864
PECAM1	3	0.0011808	0.0033809	0.497076	128	3	-0.49356	0.99882	0.99885	1.0	18807	0	-0.49356
PSENEN	3	0.0011948	0.0034186	0.497076	129	2	-0.65334	0.9674	0.96759	1.0	18136	0	-0.65334
TGM3	3	0.0012089	0.0034543	0.497076	130	3	-0.53484	0.99879	0.99882	1.0	18806	0	-0.53484
STX5	3	0.001224	0.0034946	0.497076	131	3	-0.76161	0.99727	0.99731	1.0	18758	0	-0.76161
IFNL4	3	0.0012272	0.003504	0.497076	132	3	-0.45554	0.99877	0.9988	1.0	18805	0	-0.45554
FLVCR2	3	0.0012398	0.0035397	0.497076	133	2	-1.075	0.28332	0.3887	1.0	7250	1	-1.075
MAPKAPK3	3	0.0012546	0.0035711	0.497076	134	3	-0.64796	0.98013	0.98026	1.0	18405	0	-0.64796
HDGF	3	0.0012595	0.0035873	0.497076	135	3	-0.57051	0.99874	0.99878	1.0	18804	0	-0.57051
TAF13	3	0.0012748	0.0036329	0.497076	136	3	-0.98024	0.97577	0.97596	1.0	18316	0	-0.98024
NDFIP2	3	0.0012886	0.0036696	0.497076	137	2	-0.39204	0.41139	0.46744	1.0	8677	1	-0.39204
CDKN2B	3	0.0012888	0.0036701	0.497076	138	2	-0.54312	0.82644	0.82638	1.0	15404	0	-0.54312
IKBKG	3	0.0012996	0.0036994	0.497076	139	3	-0.85877	0.99546	0.99557	1.0	18709	0	-0.85877
MUC2	3	0.0013039	0.0037089	0.497076	140	2	-0.87256	0.82342	0.82346	1.0	15343	0	-0.87256
CALML4	3	0.0013093	0.003723	0.497076	141	2	-0.5367	0.35741	0.433	1.0	8079	1	-0.5367
DOCK4	3	0.001331	0.0037848	0.497076	142	3	-0.7926	0.99867	0.99871	1.0	18803	0	-0.7926
CREBBP	3	0.0013322	0.003788	0.497076	143	3	-0.86991	0.99827	0.99832	1.0	18788	0	-0.86991
SIPA1L1	3	0.0013412	0.00381	0.497076	144	1	0.14747	0.079985	0.14899	1.0	2781	1	0.14747
PKDREJ	3	0.0013631	0.0038723	0.497076	145	3	-0.89987	0.99864	0.99868	1.0	18802	0	-0.89987
PARP6	3	0.001368	0.0038849	0.497076	146	3	-0.53791	0.99863	0.99867	1.0	18801	0	-0.53791
NAA25	3	0.0013771	0.0039043	0.497076	147	3	-0.64433	0.99862	0.99866	1.0	18800	0	-0.64433
COPA	3	0.0013796	0.0039111	0.497076	148	3	-2.4077	0.99564	0.99576	1.0	18713	0	-2.4077
PRKAB2	3	0.001384	0.003919	0.497076	149	3	-0.75096	0.99687	0.99691	1.0	18747	0	-0.75096
ECSIT	3	0.0013997	0.0039598	0.498911	150	2	-0.72433	0.94493	0.94511	1.0	17676	0	-0.72433
OR2T11	3	0.0014215	0.0040164	0.501575	151	3	-0.52827	0.99858	0.99861	1.0	18799	0	-0.52827
TAF7	3	0.0014346	0.0040541	0.501575	152	2	-0.93571	0.95062	0.95086	1.0	17787	0	-0.93571
RHOG	3	0.0014425	0.0040766	0.501575	153	2	-0.63454	0.58106	0.59145	1.0	10974	1	-0.63454
NOL12	3	0.0014459	0.0040871	0.501575	154	3	-0.75704	0.97948	0.97964	1.0	18389	0	-0.75704
LDHA	3	0.0014608	0.0041324	0.503373	155	3	-0.69748	0.99734	0.99737	1.0	18761	0	-0.69748
PIGH	3	0.0014744	0.0041689	0.503373	156	3	-0.42442	0.99853	0.99856	1.0	18797	0	-0.42442
AARS	3	0.0014884	0.0042108	0.503373	157	3	-0.79667	0.9973	0.99734	1.0	18760	0	-0.79667
HEATR5B	3	0.0014929	0.0042233	0.503373	158	3	-0.58656	0.99851	0.99854	1.0	18796	0	-0.58656
RTP2	3	0.0014989	0.0042485	0.503373	159	1	0.67235	0.013789	0.036288	0.901357	755	2	0.67235
WDR74	3	0.0015042	0.0042616	0.503373	160	3	-0.62431	0.9985	0.99853	1.0	18795	0	-0.62431
BCAT2	3	0.0015455	0.0043857	0.514821	161	3	-0.93822	0.9832	0.98335	1.0	18458	0	-0.93822
NUDT16	3	0.0016128	0.0045843	0.534806	162	3	-0.58886	0.99839	0.99843	1.0	18793	0	-0.58886
SFPQ	3	0.0016415	0.0046686	0.541305	163	3	-0.66644	0.99836	0.9984	1.0	18792	0	-0.66644
PRKD2	3	0.0016555	0.0047037	0.542049	164	3	-0.77964	0.99834	0.99839	1.0	18791	0	-0.77964
KRTAP4-3	3	0.0016738	0.0047635	0.543153	165	2	-0.55838	0.57936	0.59005	1.0	10950	1	-0.55838
SRP54	3	0.0016769	0.0047708	0.543153	166	3	-0.52514	0.99832	0.99837	1.0	18790	0	-0.52514
SUSD5	3	0.0016885	0.0048038	0.543636	167	2	-0.5968	0.96951	0.96968	1.0	18180	0	-0.5968
DSEL	3	0.0017132	0.0048672	0.544062	168	2	-0.66816	0.91636	0.91643	1.0	17111	0	-0.66816
MAPK1	3	0.0017253	0.0048992	0.544062	169	3	-0.64512	0.99827	0.99832	1.0	18789	0	-0.64512
WNT1	3	0.001731	0.0049112	0.544062	170	3	-0.56683	0.99827	0.99831	1.0	18787	0	-0.56683
ZMYND11	3	0.0017343	0.0049227	0.544062	171	2	-0.55463	0.57521	0.58669	1.0	10890	1	-0.55463
TLN1	3	0.0017696	0.0050238	0.551866	172	3	-0.81298	0.99823	0.99827	1.0	18786	0	-0.81298
KMT2A	3	0.0017894	0.0050778	0.551866	173	2	-0.77496	0.94701	0.94723	1.0	17715	0	-0.77496
NPC1	3	0.0017904	0.0050809	0.551866	174	3	-0.55027	0.99821	0.99825	1.0	18785	0	-0.55027
RTCB	3	0.0018331	0.0051988	0.558253	175	3	-0.68622	0.99817	0.99821	1.0	18783	0	-0.68622
SLC41A2	3	0.0018331	0.0051988	0.558253	176	3	-0.47326	0.99817	0.99821	1.0	18784	0	-0.47326
PHKG2	3	0.001857	0.0052659	0.561826	177	3	-0.53238	0.98964	0.98977	1.0	18590	0	-0.53238
KRT6A	3	0.0018668	0.0052915	0.561826	178	1	-0.045371	0.53458	0.55464	1.0	10301	1	-0.045371
IL13	3	0.0018812	0.0053314	0.562891	179	3	-0.60422	0.99812	0.99817	1.0	18781	0	-0.60422
UTP14C	3	0.0019011	0.0053843	0.565319	180	3	-0.90717	0.9723	0.97248	1.0	18244	0	-0.90717
DDX60L	3	0.0019194	0.0054377	0.567775	181	2	-0.26217	0.93975	0.93995	1.0	17567	0	-0.26217
TMEM45B	3	0.0019633	0.0055671	0.578093	182	3	-0.51651	0.99804	0.99808	1.0	18780	0	-0.51651
FSCB	3	0.0019878	0.0056221	0.580615	183	3	-0.92276	0.99801	0.99807	1.0	18779	0	-0.92276
CFD	3	0.0020227	0.0057201	0.587522	184	3	-0.67198	0.99077	0.99091	1.0	18611	0	-0.67198
PDE2A	3	0.0020542	0.0057992	0.592427	185	3	-0.52665	0.99795	0.998	1.0	18778	0	-0.52665
RDX	3	0.0021296	0.0060014	0.602991	186	2	-0.33075	0.51674	0.54115	1.0	10035	1	-0.33075
DMGDH	3	0.0021304	0.0060051	0.602991	187	3	-0.40745	0.99787	0.99792	1.0	18777	0	-0.40745
TTC24	3	0.002136	0.0060218	0.602991	188	3	-0.78002	0.99786	0.99791	1.0	18776	0	-0.78002
KIDINS220	3	0.00214	0.0060302	0.602991	189	3	-0.66706	0.99786	0.99791	1.0	18775	0	-0.66706
APLF	3	0.0021817	0.0061413	0.605058	190	3	-0.30224	0.99782	0.99786	1.0	18774	0	-0.30224
SLC3A2	3	0.0021821	0.0061418	0.605058	191	1	0.18137	0.22137	0.33767	1.0	6272	2	0.18137
PIP4K2A	3	0.0021869	0.0061549	0.605058	192	2	-0.48673	0.90785	0.90795	1.0	16926	0	-0.48673
EIF2B2	3	0.0022107	0.0062293	0.605058	193	2	-0.86362	0.88675	0.88684	1.0	16531	0	-0.86362
FOXD2	3	0.0022268	0.0062686	0.605058	194	3	-0.43639	0.99777	0.99782	1.0	18773	0	-0.43639
SIK2	3	0.0022347	0.0062906	0.605058	195	3	-0.54154	0.98426	0.98444	1.0	18475	0	-0.54154
HRASLS2	3	0.00226	0.0063524	0.605058	196	2	-0.76773	0.65447	0.6557	1.0	12173	1	-0.76773
FGA	3	0.0022714	0.0063823	0.605058	197	3	-0.75092	0.9973	0.99733	1.0	18759	0	-0.75092
INPP1	3	0.0022799	0.0064085	0.605058	198	2	-1.3695	0.20882	0.3216	1.0	5941	1	-1.3695
ARHGAP27	3	0.0022872	0.0064216	0.605058	199	1	0.16562	0.18798	0.29441	1.0	5451	2	0.16562
VTI1A	3	0.0022906	0.0064352	0.605058	200	3	-0.51932	0.99771	0.99776	1.0	18772	0	-0.51932
SPRYD3	3	0.0022979	0.0064562	0.605058	201	3	-0.4448	0.9977	0.99775	1.0	18771	0	-0.4448
KAT7	3	0.0023094	0.0064907	0.605058	202	3	-0.54556	0.99769	0.99774	1.0	18770	0	-0.54556
PCDHB4	3	0.0023114	0.0064991	0.605058	203	3	-0.92231	0.97757	0.97775	1.0	18353	0	-0.92231
UBTD1	3	0.0023334	0.0065693	0.608595	204	3	-0.64163	0.99767	0.99771	1.0	18769	0	-0.64163
LRP2BP	3	0.002448	0.0068695	0.633301	205	2	-0.58075	0.87684	0.8769	1.0	16353	0	-0.58075
RBX1	3	0.0025279	0.0070869	0.647032	206	3	-0.47287	0.99747	0.9975	1.0	18767	0	-0.47287
HIC1	3	0.0025279	0.0070869	0.647032	207	3	-0.56181	0.99747	0.9975	1.0	18766	0	-0.56181
PTPRCAP	3	0.0025637	0.007176	0.651973	208	3	-0.5683	0.99744	0.99746	1.0	18765	0	-0.5683
TMEM259	3	0.0025755	0.00721	0.651973	209	3	-0.3655	0.99742	0.99745	1.0	18764	0	-0.3655
RELB	3	0.0026067	0.0072975	0.65386	210	2	-0.53509	0.96438	0.96459	1.0	18067	0	-0.53509
NMUR1	3	0.0026213	0.0073352	0.65386	211	3	-0.57654	0.99738	0.99741	1.0	18763	0	-0.57654
CAMK1G	3	0.0026213	0.0073352	0.65386	212	3	-0.72251	0.99738	0.99741	1.0	18762	0	-0.72251
PPM1L	3	0.0026341	0.0073693	0.65386	213	2	-0.50661	0.66704	0.66744	1.0	12355	1	-0.50661
MLEC	3	0.0026647	0.0074584	0.65867	214	3	-0.70957	0.99487	0.995	1.0	18694	0	-0.70957
RHBDD2	3	0.0026909	0.0075223	0.661225	215	3	-0.73012	0.99708	0.99712	1.0	18752	0	-0.73012
OR13G1	3	0.0028154	0.0078633	0.680086	216	3	-0.4284	0.99718	0.99721	1.0	18757	0	-0.4284
SSB	3	0.0028191	0.0078754	0.680086	217	3	-0.83123	0.99718	0.99721	1.0	18756	0	-0.83123
IGIP	3	0.0028296	0.0079021	0.680086	218	3	-0.48888	0.99717	0.9972	1.0	18755	0	-0.48888
TMEM265	3	0.0028332	0.0079168	0.680086	219	2	-0.77002	0.80145	0.80141	1.0	14939	0	-0.77002
UGCG	3	0.0028507	0.007966	0.681219	220	2	-0.80376	0.79741	0.79741	1.0	14862	0	-0.80376
USMG5	3	0.0029099	0.0081389	0.691582	221	3	-0.69701	0.99709	0.99712	1.0	18753	0	-0.69701
NDUFB1	3	0.0029175	0.0081604	0.691582	222	3	-0.37187	0.99079	0.99092	1.0	18612	0	-0.37187
GLCE	3	0.0029405	0.0082169	0.693268	223	3	-0.3684	0.99706	0.9971	1.0	18751	0	-0.3684
ZNF761	3	0.0029807	0.0083233	0.69912	224	3	-0.48263	0.99652	0.99658	1.0	18735	0	-0.48263
IMMP2L	3	0.0030226	0.0084375	0.705577	225	1	-0.17626	0.46354	0.50265	1.0	9339	1	-0.17626
RNF183	3	0.0030782	0.00858	0.709592	226	3	-0.40946	0.99692	0.99696	1.0	18749	0	-0.40946
TM2D2	3	0.0031066	0.0086575	0.709592	227	3	-0.36248	0.99689	0.99693	1.0	18748	0	-0.36248
MTMR3	3	0.0031119	0.0086748	0.709592	228	2	-0.68405	0.81053	0.81045	1.0	15105	0	-0.68405
XKR8	3	0.0031119	0.0086748	0.709592	229	2	-0.72647	0.65422	0.65547	1.0	12169	1	-0.72647
SLC25A36	3	0.0031276	0.0087194	0.709592	230	1	0.66166	0.042222	0.095674	0.990123	1822	2	0.66166
