id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ZBTB48	3	0.00099004	0.0028366	0.659609	81	3	-0.55754	0.99901	0.99903	1.0	18851	0	-0.55754
TTC9	3	0.00099974	0.0028649	0.659609	82	3	-0.44527	0.999	0.99902	1.0	18850	0	-0.44527
USP24	3	0.0010122	0.0028968	0.659609	83	3	-0.39095	0.99899	0.99901	1.0	18849	0	-0.39095
VPS29	3	0.0010257	0.0029435	0.662247	84	3	-0.61303	0.99641	0.99647	1.0	18798	0	-0.61303
OR2AG2	3	0.0010482	0.0030163	0.670646	85	2	-0.50716	0.85487	0.85491	1.0	16000	0	-0.50716
SRP19	3	0.0010677	0.003064	0.672755	86	3	-0.65501	0.99096	0.99107	1.0	18679	0	-0.65501
PGBD5	3	0.0010783	0.003097	0.672755	87	2	-0.45898	0.90995	0.91008	1.0	17077	0	-0.45898
TSSC1	3	0.0010954	0.0031467	0.675799	88	2	-0.42097	0.96764	0.96783	1.0	18185	0	-0.42097
PFKP	3	0.0011214	0.0032112	0.679373	89	3	-0.4298	0.99888	0.9989	1.0	18848	0	-0.4298
MALRD1	3	0.0011309	0.0032353	0.679373	90	1	-0.08483	0.83392	0.8339	1.0	15571	0	-0.08483
HSD17B12	3	0.0011472	0.0032856	0.682352	91	3	-0.61424	0.99885	0.99888	1.0	18847	0	-0.61424
C12orf74	3	0.0012001	0.0034296	0.704531	92	3	-0.5399	0.9988	0.99883	1.0	18846	0	-0.5399
AGBL2	3	0.0012355	0.0035281	0.71697	93	2	-0.42165	0.88891	0.889	1.0	16665	0	-0.42165
C1QTNF9	3	0.001262	0.0035936	0.722509	94	2	-0.31721	0.63847	0.6392	1.0	11729	1	-0.31721
CRNKL1	3	0.0012995	0.0036989	0.731797	95	2	-0.64701	0.43649	0.47312	1.0	8592	1	-0.64701
XPC	3	0.0013072	0.0037173	0.731797	96	3	-0.46796	0.99869	0.99873	1.0	18845	0	-0.46796
SPTY2D1	3	0.0013332	0.0037906	0.734744	97	2	-0.61415	0.7385	0.73869	1.0	13678	0	-0.61415
NDUFB1	3	0.0013412	0.00381	0.734744	98	3	-0.69339	0.97992	0.98005	1.0	18428	0	-0.69339
CNIH1	3	0.0013917	0.003942	0.738873	99	3	-0.57569	0.9923	0.99242	1.0	18705	0	-0.57569
KRTAP5-3	3	0.0013982	0.0039567	0.738873	100	3	-0.37106	0.9986	0.99864	1.0	18844	0	-0.37106
DYNC2LI1	3	0.0014085	0.0039818	0.738873	101	2	-0.91726	0.52629	0.54105	1.0	9885	1	-0.91726
NCAPD3	3	0.0014108	0.0039902	0.738873	102	3	-0.42839	0.99859	0.99862	1.0	18843	0	-0.42839
TMEM105	3	0.0014254	0.0040269	0.738873	103	2	-0.5346	0.57295	0.57972	1.0	10613	1	-0.5346
SULT2B1	3	0.0014463	0.0040876	0.741113	104	2	-0.38719	0.79516	0.79519	1.0	14797	0	-0.38719
CNTNAP3B	3	0.001455	0.0041175	0.741113	105	2	-0.6302	0.60218	0.60555	1.0	11106	1	-0.6302
ZMYND11	3	0.001494	0.0042291	0.74919	106	2	-0.49379	0.76489	0.76512	1.0	14201	0	-0.49379
CREB5	3	0.0014975	0.0042417	0.74919	107	2	-0.45447	0.57508	0.58156	1.0	10644	1	-0.45447
PPFIA4	3	0.0015431	0.0043805	0.766547	108	3	-0.62574	0.99846	0.99849	1.0	18842	0	-0.62574
NDFIP2	3	0.001604	0.0045529	0.782936	109	1	0.10495	0.23	0.34049	1.0	6215	1	0.10495
SCD5	3	0.0016095	0.0045728	0.782936	110	2	-0.67733	0.73591	0.73608	1.0	13624	0	-0.67733
VSIG10L2	3	0.0016184	0.0045984	0.782936	111	3	-0.47353	0.99838	0.99842	1.0	18840	0	-0.47353
COMMD9	3	0.0016494	0.0046844	0.785026	112	3	-0.36568	0.99835	0.99839	1.0	18839	0	-0.36568
HSPA12B	3	0.0016527	0.0046938	0.785026	113	3	-0.30581	0.99835	0.99839	1.0	18838	0	-0.30581
OR2M4	3	0.0016859	0.0047939	0.791003	114	2	-0.49115	0.59482	0.59897	1.0	10977	1	-0.49115
ZNF879	3	0.001692	0.0048132	0.791003	115	3	-0.52024	0.99831	0.99835	1.0	18837	0	-0.52024
SERTAD4	3	0.0017242	0.0048955	0.793452	116	2	-0.56289	0.73704	0.73723	1.0	13647	0	-0.56289
TOR2A	3	0.0017491	0.0049625	0.793452	117	2	-0.5117	0.61552	0.61761	1.0	11334	1	-0.5117
AEBP1	3	0.0017556	0.0049825	0.793452	118	3	-0.57673	0.99824	0.99829	1.0	18836	0	-0.57673
IARS2	3	0.0017606	0.0049961	0.793452	119	3	-0.45008	0.99824	0.99828	1.0	18835	0	-0.45008
ERICH2	3	0.0017767	0.0050448	0.794513	120	2	-0.72006	0.16325	0.26012	1.0	4755	1	-0.72006
CD6	3	0.0018142	0.005148	0.794985	121	2	-0.68654	0.89779	0.89791	1.0	16853	0	-0.68654
KIAA1109	3	0.0018281	0.0051847	0.794985	122	3	-0.50834	0.99817	0.99821	1.0	18834	0	-0.50834
COL20A1	3	0.0018668	0.0052915	0.794985	123	3	-0.43044	0.99722	0.99725	1.0	18813	0	-0.43044
MED23	3	0.0018724	0.0053073	0.794985	124	2	-0.70147	0.21212	0.32544	1.0	5924	1	-0.70147
RAB38	3	0.0019193	0.0054377	0.794985	125	2	-0.22021	0.48579	0.5094	1.0	9266	1	-0.22021
PYGM	3	0.0019201	0.0054388	0.794985	126	3	-0.34504	0.99808	0.99813	1.0	18833	0	-0.34504
GLI1	3	0.0019283	0.0054639	0.794985	127	3	-0.54777	0.99807	0.99812	1.0	18832	0	-0.54777
ELAVL1	3	0.0019719	0.0055854	0.794985	128	1	0.001287	0.54428	0.55566	1.0	10166	1	0.001287
UBQLN2	3	0.0019719	0.0055854	0.794985	129	2	-0.67018	0.90248	0.90257	1.0	16931	0	-0.67018
CCDC81	3	0.0019984	0.0056504	0.794985	130	3	-0.5384	0.998	0.99806	1.0	18831	0	-0.5384
SLC24A1	3	0.0019998	0.0056551	0.794985	131	2	-0.70282	0.7068	0.7069	1.0	13062	0	-0.70282
TGFBI	3	0.0020065	0.0056698	0.794985	132	3	-0.67868	0.98902	0.98914	1.0	18631	0	-0.67868
VWA5B1	3	0.0020244	0.0057243	0.794985	133	2	-0.78846	0.16264	0.25927	1.0	4737	1	-0.78846
PRMT9	3	0.0020279	0.0057332	0.794985	134	3	-0.53852	0.9932	0.99335	1.0	18724	0	-0.53852
NME1	3	0.0020374	0.0057573	0.794985	135	3	-0.50885	0.98231	0.98247	1.0	18472	0	-0.50885
LINGO3	3	0.0020454	0.0057782	0.794985	136	2	-0.55996	0.081848	0.14818	1.0	2750	1	-0.55996
PIAS4	3	0.0020454	0.0057782	0.794985	137	2	-0.55996	0.3121	0.38995	1.0	7109	1	-0.55996
SENP8	3	0.0020561	0.005805	0.794985	138	3	-0.65333	0.99794	0.998	1.0	18830	0	-0.65333
RTP2	3	0.002077	0.005861	0.796887	139	2	-0.4396	0.17663	0.27819	1.0	5060	1	-0.4396
CRABP2	3	0.002097	0.0059092	0.797622	140	2	-0.59812	0.65435	0.65453	1.0	12036	1	-0.59812
SH2D1A	3	0.0021271	0.005993	0.797622	141	3	-0.52207	0.99787	0.99792	1.0	18829	0	-0.52207
DTNBP1	3	0.0021271	0.005993	0.797622	142	3	-0.52207	0.99787	0.99792	1.0	18828	0	-0.52207
LOC389602	3	0.0022252	0.0062649	0.807998	143	3	-0.43278	0.99777	0.99782	1.0	18826	0	-0.43278
ZSCAN10	3	0.0022344	0.0062896	0.807998	144	2	-0.54474	0.62396	0.62545	1.0	11463	1	-0.54474
ALG6	3	0.0022471	0.0063236	0.807998	145	2	-0.66989	0.37576	0.43117	1.0	7826	1	-0.66989
MT3	3	0.0022495	0.0063304	0.807998	146	3	-0.45688	0.99775	0.9978	1.0	18825	0	-0.45688
FBF1	3	0.0022627	0.0063592	0.807998	147	2	-0.51654	0.31417	0.39125	1.0	7128	1	-0.51654
ELF5	3	0.0022712	0.0063818	0.807998	148	3	-0.3921	0.99773	0.99778	1.0	18824	0	-0.3921
PIM1	3	0.0022871	0.0064216	0.807998	149	2	-0.22914	0.79085	0.79095	1.0	14717	0	-0.22914
RAB21	3	0.0023126	0.0065049	0.807998	150	3	-0.5486	0.99567	0.99578	1.0	18778	0	-0.5486
ZNF441	3	0.0023241	0.006541	0.807998	151	2	-0.5124	0.12353	0.20593	1.0	3776	1	-0.5124
EXOC6B	3	0.0023355	0.0065735	0.807998	152	3	-0.36644	0.99766	0.99771	1.0	18823	0	-0.36644
PTGFR	3	0.0023397	0.006584	0.807998	153	3	-0.36888	0.97838	0.97853	1.0	18410	0	-0.36888
SPCS2	3	0.0023428	0.0065924	0.807998	154	2	-0.5623	0.71827	0.71835	1.0	13293	0	-0.5623
DHX36	3	0.0023922	0.0067191	0.807998	155	2	-0.27442	0.91842	0.91853	1.0	17235	0	-0.27442
DGAT1	3	0.0024038	0.0067459	0.807998	156	3	-0.60405	0.97778	0.97794	1.0	18398	0	-0.60405
THEMIS	3	0.0024287	0.0068056	0.807998	157	3	-0.4659	0.99659	0.99666	1.0	18804	0	-0.4659
CYSLTR1	3	0.0024369	0.006836	0.807998	158	3	-0.64218	0.99756	0.99759	1.0	18822	0	-0.64218
CREB3L2	3	0.0024493	0.0068711	0.807998	159	3	-0.41018	0.99755	0.99757	1.0	18821	0	-0.41018
DRAXIN	3	0.002468	0.0069156	0.807998	160	3	-0.4256	0.99753	0.99756	1.0	18820	0	-0.4256
MTMR3	3	0.0024789	0.0069507	0.807998	161	2	-0.58268	0.96748	0.96766	1.0	18183	0	-0.58268
FLVCR2	3	0.0024973	0.0070005	0.807998	162	1	-0.14391	0.65536	0.65552	1.0	12054	1	-0.14391
LSAMP	3	0.0025247	0.0070759	0.807998	163	3	-0.47844	0.99748	0.9975	1.0	18819	0	-0.47844
FTHL17	3	0.0025349	0.007099	0.807998	164	3	-0.47845	0.99747	0.99749	1.0	18818	0	-0.47845
PRPH	3	0.002546	0.007132	0.807998	165	2	-0.52145	0.64863	0.64894	1.0	11932	1	-0.52145
DNTTIP1	3	0.002546	0.007132	0.807998	166	2	-0.52145	0.95617	0.95646	1.0	17956	0	-0.52145
LRIG1	3	0.0025498	0.0071398	0.807998	167	1	-0.13285	0.19384	0.30134	1.0	5485	1	-0.13285
HIST1H4E	3	0.0026023	0.0072821	0.816045	168	1	0.29189	0.085976	0.15394	1.0	2856	2	0.29189
FBXW7	3	0.002608	0.0073017	0.816045	169	2	-0.4673	0.90967	0.9098	1.0	17075	0	-0.4673
UPK1A	3	0.002623	0.0073405	0.816045	170	3	-0.38408	0.99738	0.99741	1.0	18817	0	-0.38408
ZNF232	3	0.0026441	0.0073971	0.8164	171	3	-0.62112	0.99736	0.99739	1.0	18815	0	-0.62112
CST3	3	0.0026548	0.0074301	0.8164	172	1	0.15071	0.27006	0.3641	1.0	6639	1	0.15071
SMO	3	0.0027013	0.0075516	0.819542	173	3	-0.43112	0.9973	0.99733	1.0	18814	0	-0.43112
KLF14	3	0.0027074	0.0075652	0.819542	174	2	-0.3034	0.93972	0.93991	1.0	17640	0	-0.3034
OR2H2	3	0.0027357	0.0076511	0.819542	175	2	-0.38699	0.43932	0.47515	1.0	8632	1	-0.38699
CCDC179	3	0.0027513	0.0076894	0.819542	176	2	-0.50859	0.87505	0.87517	1.0	16402	0	-0.50859
PI4KB	3	0.0027599	0.0077109	0.819542	177	1	-0.27513	0.61436	0.61658	1.0	11312	1	-0.27513
COG2	3	0.0027653	0.0077245	0.819542	178	2	-0.70143	0.42511	0.4651	1.0	8447	1	-0.70143
INSL3	3	0.0027779	0.0077622	0.819542	179	2	-0.48196	0.95085	0.95111	1.0	17857	0	-0.48196
DDX60L	3	0.0028649	0.0080063	0.835977	180	1	-0.19558	0.71827	0.71835	1.0	13289	0	-0.19558
PCYT1A	3	0.0028935	0.0080933	0.840415	181	3	-0.51121	0.99711	0.99714	1.0	18812	0	-0.51121
CER1	3	0.003031	0.0084621	0.872251	182	2	-0.40545	0.90092	0.90105	1.0	16901	0	-0.40545
MKI67	3	0.003075	0.0085685	0.872251	183	3	-0.3477	0.97971	0.97984	1.0	18427	0	-0.3477
ASXL3	3	0.0030979	0.0086376	0.872251	184	3	-0.4273	0.9969	0.99694	1.0	18811	0	-0.4273
ACSM2A	3	0.0030985	0.0086387	0.872251	185	2	-0.50399	0.60862	0.61136	1.0	11218	1	-0.50399
LOC100128429	3	0.0031074	0.0086596	0.872251	186	3	-0.46643	0.99689	0.99693	1.0	18810	0	-0.46643
SLC27A4	3	0.0031275	0.0087188	0.872251	187	1	0.18095	0.10019	0.17373	1.0	3220	2	0.18095
GAS6	3	0.003145	0.0087691	0.872251	188	2	-0.57366	0.73832	0.73851	1.0	13672	0	-0.57366
ANKDD1B	3	0.003145	0.0087691	0.872251	189	2	-0.62554	0.79968	0.79968	1.0	14895	0	-0.62554
CDSN	3	0.00318	0.0088619	0.87686	190	1	0.2072	0.13777	0.22551	1.0	4119	2	0.2072
ANO5	3	0.0032325	0.008985	0.87691	191	2	-0.33153	0.53314	0.54655	1.0	9994	1	-0.33153
TAS2R20	3	0.0032496	0.0090358	0.87691	192	3	-0.36495	0.99675	0.99681	1.0	18809	0	-0.36495
OR3A2	3	0.0032728	0.0091034	0.87691	193	2	-0.58355	0.53161	0.54533	1.0	9970	1	-0.58355
LSP1	3	0.003285	0.0091364	0.87691	194	3	-0.39553	0.98943	0.98955	1.0	18652	0	-0.39553
C1RL	3	0.0032967	0.0091631	0.87691	195	3	-0.28303	0.98214	0.98231	1.0	18468	0	-0.28303
METTL18	3	0.0033375	0.0092752	0.87691	196	2	-0.32641	0.95977	0.96004	1.0	18038	0	-0.32641
GRIN2A	3	0.00339	0.0094067	0.87691	197	2	-0.27758	0.67539	0.67537	1.0	12454	0	-0.27758
CHMP7	3	0.0033925	0.0094119	0.87691	198	3	-0.36172	0.99661	0.99668	1.0	18806	0	-0.36172
PDE3A	3	0.0034103	0.009457	0.87691	199	3	-0.49991	0.99659	0.99666	1.0	18805	0	-0.49991
CACNA1E	3	0.0034292	0.0095099	0.87691	200	2	-0.48835	0.76779	0.76802	1.0	14255	0	-0.48835
HOXB3	3	0.0034558	0.0095801	0.87691	201	3	-0.30498	0.99654	0.99661	1.0	18803	0	-0.30498
STX7	3	0.0034643	0.0096053	0.87691	202	3	-0.46291	0.99654	0.9966	1.0	18802	0	-0.46291
TNFRSF6B	3	0.0034709	0.0096215	0.87691	203	3	-0.27442	0.99653	0.99659	1.0	18801	0	-0.27442
CCDC14	3	0.0034728	0.0096246	0.87691	204	2	-0.53926	0.58951	0.59419	1.0	10887	1	-0.53926
RAD9B	3	0.0034833	0.009654	0.87691	205	2	-0.46067	0.86022	0.86024	1.0	16111	0	-0.46067
AMD1	3	0.0035151	0.0097441	0.87691	206	3	-0.78407	0.99648	0.99655	1.0	18800	0	-0.78407
FAT2	3	0.0035475	0.0098421	0.87691	207	2	-0.35106	0.5381	0.5506	1.0	10071	1	-0.35106
LIN37	3	0.0035566	0.0098635	0.87691	208	3	-0.3939	0.99644	0.99651	1.0	18799	0	-0.3939
MLLT10	3	0.0035661	0.0098887	0.87691	209	2	-0.70783	0.91502	0.91511	1.0	17172	0	-0.70783
BOD1L2	3	0.0036	0.0099746	0.87691	210	1	-0.012055	0.85883	0.85883	1.0	16078	0	-0.012055
TOM1	3	0.0036003	0.0099746	0.87691	211	3	-0.47464	0.9964	0.99646	1.0	18796	0	-0.47464
C6orf163	3	0.0036003	0.0099746	0.87691	212	3	-0.71931	0.9964	0.99646	1.0	18797	0	-0.71931
FGF8	3	0.0036301	0.010057	0.87691	213	3	-0.46927	0.98018	0.98031	1.0	18433	0	-0.46927
NFIC	3	0.0036444	0.010098	0.87691	214	3	-0.37652	0.99636	0.99642	1.0	18795	0	-0.37652
HLA-DRA	3	0.0036525	0.010117	0.87691	215	2	-0.18939	0.83136	0.83134	1.0	15527	0	-0.18939
DPP8	3	0.0036569	0.010132	0.87691	216	3	-0.4467	0.99634	0.99641	1.0	18794	0	-0.4467
ETNK1	3	0.003665	0.010151	0.87691	217	3	-0.45313	0.99634	0.9964	1.0	18793	0	-0.45313
RNF122	3	0.0036744	0.010173	0.87691	218	3	-0.3022	0.99633	0.99639	1.0	18792	0	-0.3022
TERB2	3	0.0037002	0.010243	0.87691	219	2	-0.3718	0.91124	0.91135	1.0	17099	0	-0.3718
TBL1XR1	3	0.003705	0.010254	0.87691	220	1	-0.033917	0.90341	0.90349	1.0	16948	0	-0.033917
FAM53C	3	0.0037291	0.010329	0.878205	221	3	-0.49658	0.98868	0.98881	1.0	18627	0	-0.49658
ODF2L	3	0.0037563	0.010398	0.878205	222	3	-0.49725	0.99367	0.9938	1.0	18733	0	-0.49725
LYPD1	3	0.0037596	0.010409	0.878205	223	3	-0.70281	0.99624	0.99631	1.0	18791	0	-0.70281
OR8B2	3	0.0038238	0.010577	0.882569	224	2	-0.40529	0.94149	0.94164	1.0	17674	0	-0.40529
PDE8B	3	0.0038558	0.010658	0.882569	225	3	-0.37947	0.99614	0.99622	1.0	18790	0	-0.37947
PRKDC	3	0.0038587	0.010664	0.882569	226	2	-0.42463	0.23824	0.34532	1.0	6310	1	-0.42463
CCDC33	3	0.0038694	0.010693	0.882569	227	3	-0.46887	0.99613	0.99621	1.0	18789	0	-0.46887
NMBR	3	0.0038935	0.010766	0.882569	228	3	-0.37157	0.99611	0.99619	1.0	18788	0	-0.37157
CAT	3	0.0039104	0.010811	0.882569	229	2	-0.51892	0.22947	0.34019	1.0	6211	1	-0.51892
ARHGAP27	3	0.0039149	0.010824	0.882569	230	2	-0.21383	0.78626	0.78633	1.0	14637	0	-0.21383
CYFIP1	3	0.0039327	0.010865	0.882569	231	2	-0.51826	0.1591	0.25446	1.0	4648	1	-0.51826
