id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TAF6L	3	4.2092e-06	1.3359e-05	0.010977	23	3	-0.9881	1.0	1.0	1.0	18879	0	-0.9881
TADA1	3	5.6933e-06	1.9646e-05	0.01547	24	3	-1.3055	0.99999	0.99999	1.0	18878	0	-1.3055
DHX29	3	6.8266e-06	2.2789e-05	0.017228	25	3	-0.54633	0.99999	0.99999	1.0	18877	0	-0.54633
IFNGR2	3	8.1223e-06	2.8552e-05	0.020754	26	3	-1.109	0.99999	0.99999	1.0	18876	0	-1.109
STAT3	3	8.7643e-06	3.1695e-05	0.022186	27	2	-1.0781	0.63123	0.63251	1.0	11702	1	-1.0781
CHUK	3	9.1273e-06	3.4315e-05	0.023161	28	3	-0.85135	0.98913	0.98925	1.0	18605	0	-0.85135
DEF6	3	1.2943e-05	4.5316e-05	0.029532	29	3	-1.2977	0.99998	0.99998	1.0	18875	0	-1.2977
SCRIB	3	1.5695e-05	5.2651e-05	0.033168	30	3	-0.84264	0.99897	0.99899	1.0	18825	0	-0.84264
RHOG	3	2.1287e-05	6.9415e-05	0.042319	31	3	-0.81005	0.99794	0.998	1.0	18792	0	-0.81005
TBX21	3	2.741e-05	8.7228e-05	0.051516	32	2	-1.2303	0.78072	0.7808	1.0	14559	0	-1.2303
GRAP2	3	3.1264e-05	0.00010085	0.057756	33	3	-0.79703	0.99997	0.99997	1.0	18874	0	-0.79703
PI4KB	3	3.3421e-05	0.00010504	0.05785	34	2	-1.0038	0.97588	0.97608	1.0	18317	0	-1.0038
ERFE	3	3.3756e-05	0.00010714	0.05785	35	3	-0.63307	0.99997	0.99997	1.0	18873	0	-0.63307
VPS29	3	3.9264e-05	0.00012495	0.065159	36	3	-1.1644	0.99463	0.99473	1.0	18706	0	-1.1644
SEC61A1	3	3.9892e-05	0.00012757	0.065159	37	3	-0.9634	0.99996	0.99997	1.0	18872	0	-0.9634
JAK1	3	4.2465e-05	0.00013595	0.067613	38	3	-1.5075	0.99996	0.99996	1.0	18871	0	-1.5075
SRP72	3	4.548e-05	0.00014328	0.069434	39	3	-1.0605	0.99995	0.99996	1.0	18870	0	-1.0605
EXOC4	3	5.4125e-05	0.00016686	0.078837	40	3	-0.64685	0.98637	0.98654	1.0	18542	0	-0.64685
IFNG	3	5.6149e-05	0.00017367	0.07909	41	3	-1.0574	0.99987	0.99987	1.0	18860	0	-1.0574
CUL1	3	5.6832e-05	0.00017576	0.07909	42	2	-0.94851	0.81322	0.81311	1.0	15180	0	-0.94851
PWWP2A	3	6.7782e-05	0.00021087	0.092678	43	3	-0.73673	0.99993	0.99993	1.0	18869	0	-0.73673
TXK	3	7.4463e-05	0.00023077	0.09692	44	3	-0.77234	0.99993	0.99992	1.0	18867	0	-0.77234
MOB4	3	7.4463e-05	0.00023077	0.09692	45	3	-0.8542	0.99993	0.99992	1.0	18868	0	-0.8542
KIAA1109	3	7.7007e-05	0.00023811	0.097826	46	3	-0.54988	0.99992	0.99992	1.0	18866	0	-0.54988
SP2	3	8.2504e-05	0.00025121	0.101011	47	3	-0.7022	0.99825	0.9983	1.0	18801	0	-0.7022
SRPRB	3	9.3273e-05	0.00028002	0.110252	48	3	-0.57837	0.99991	0.9999	1.0	18865	0	-0.57837
NLRC3	3	9.4906e-05	0.00028631	0.110426	49	3	-0.85555	0.99991	0.9999	1.0	18864	0	-0.85555
CHD7	3	0.00010111	0.00031093	0.117525	50	3	-0.95245	0.9999	0.99989	1.0	18863	0	-0.95245
IFNGR1	3	0.00010394	0.00032088	0.118718	51	3	-0.89598	0.9999	0.99989	1.0	18862	0	-0.89598
SEL1L	3	0.00010628	0.00033031	0.118718	52	3	-0.76661	0.99654	0.9966	1.0	18752	0	-0.76661
CBFB	3	0.00010735	0.00033293	0.118718	53	3	-0.64482	0.99989	0.99989	1.0	18861	0	-0.64482
RRAS2	3	0.00012965	0.00039527	0.138339	54	3	-0.9272	0.99987	0.99987	1.0	18859	0	-0.9272
XRCC5	3	0.00013686	0.00041309	0.141944	55	3	-0.62345	0.99986	0.99986	1.0	18858	0	-0.62345
CAPZA1	3	0.00014082	0.00042776	0.14436	56	3	-0.55617	0.99747	0.9975	1.0	18778	0	-0.55617
OR10A4	3	0.00015124	0.00046443	0.153986	57	3	-0.52372	0.99985	0.99985	1.0	18857	0	-0.52372
TAF13	3	0.00015992	0.00048643	0.158501	58	3	-0.76661	0.99984	0.99984	1.0	18856	0	-0.76661
RHOA	3	0.00017657	0.00053568	0.171589	59	2	-0.87918	0.97317	0.97333	1.0	18265	0	-0.87918
CASD1	3	0.00018416	0.00055768	0.17566	60	1	-0.22081	0.61053	0.61342	1.0	11337	1	-0.22081
PCNP	3	0.00018965	0.00056868	0.176189	61	3	-0.74616	0.99981	0.99981	1.0	18855	0	-0.74616
TAF2	3	0.00019426	0.00058283	0.177659	62	2	-0.64499	0.91353	0.91364	1.0	17080	0	-0.64499
SHOC2	3	0.00019977	0.00059226	0.177668	63	2	-0.94085	0.92078	0.92086	1.0	17222	0	-0.94085
DPYSL5	3	0.00020753	0.00061688	0.182163	64	2	-0.64325	0.1798	0.28263	1.0	5232	1	-0.64325
INPP1	3	0.00023354	0.00069965	0.203427	65	3	-1.5512	0.99227	0.99238	1.0	18660	0	-1.5512
IKBKG	3	0.00026992	0.00080758	0.231248	66	3	-0.84903	0.99972	0.99971	1.0	18854	0	-0.84903
HIST2H4A	3	0.00030575	0.00090345	0.25313	67	2	-0.61709	0.77966	0.77975	1.0	14544	0	-0.61709
COG3	3	0.00030892	0.00091078	0.25313	68	2	-0.89236	0.9637	0.96392	1.0	18064	0	-0.89236
RAD9B	3	0.00031265	0.00092964	0.254628	69	2	-0.61326	0.68492	0.68486	1.0	12715	0	-0.61326
ETNK1	3	0.0003305	0.00098727	0.266549	70	2	-0.91513	0.50491	0.52506	1.0	9703	1	-0.91513
ERC1	3	0.000342	0.0010245	0.272696	71	2	-0.20597	0.3904	0.44258	1.0	8213	1	-0.20597
SUGT1	3	0.0003853	0.0011476	0.297911	72	3	-0.72369	0.99961	0.99961	1.0	18853	0	-0.72369
AQP3	3	0.00038697	0.0011507	0.297911	73	3	-0.78298	0.99961	0.99961	1.0	18852	0	-0.78298
SULT2B1	3	0.00039461	0.0011675	0.298167	74	1	-0.085954	0.45192	0.48543	1.0	8999	1	-0.085954
ZNF780B	3	0.00042045	0.0012524	0.314229	75	3	-0.62328	0.99958	0.99957	1.0	18851	0	-0.62328
SUPT7L	3	0.00042651	0.0012712	0.314229	76	3	-0.65365	0.99326	0.99341	1.0	18678	0	-0.65365
IKBKB	3	0.00043177	0.0012848	0.314229	77	3	-0.9517	0.99957	0.99956	1.0	18850	0	-0.9517
DOCK10	3	0.00043433	0.0012969	0.314229	78	3	-0.57897	0.99957	0.99956	1.0	18849	0	-0.57897
CCDC33	3	0.00045099	0.0013477	0.319245	79	3	-0.51141	0.99955	0.99954	1.0	18848	0	-0.51141
DDA1	3	0.00045192	0.0013514	0.319245	80	3	-0.53615	0.99955	0.99954	1.0	18847	0	-0.53615
RAD51D	3	0.00046537	0.0013886	0.323982	81	3	-0.7586	0.99953	0.99953	1.0	18846	0	-0.7586
FGFR1OP	3	0.00048346	0.001431	0.329812	82	3	-0.43745	0.99952	0.99951	1.0	18845	0	-0.43745
SH2D1A	3	0.00052	0.0015222	0.346594	83	3	-0.86831	0.99948	0.99948	1.0	18844	0	-0.86831
MYLIP	3	0.00054717	0.0016007	0.356723	84	3	-0.84803	0.99945	0.99946	1.0	18843	0	-0.84803
MALT1	3	0.00055218	0.0016159	0.356723	85	2	-0.95868	0.72722	0.72738	1.0	13552	0	-0.95868
TAF10	3	0.00055431	0.0016233	0.356723	86	2	-0.94419	0.14987	0.24216	1.0	4523	1	-0.94419
AUP1	3	0.00059982	0.0017511	0.378769	87	3	-0.66458	0.9994	0.99942	1.0	18842	0	-0.66458
ELOF1	3	0.00060432	0.0017637	0.378769	88	3	-0.4383	0.9994	0.99941	1.0	18841	0	-0.4383
MEN1	3	0.00062216	0.0018197	0.382453	89	3	-1.0036	0.99934	0.99935	1.0	18838	0	-1.0036
NTF4	3	0.00062294	0.0018213	0.382453	90	3	-0.47152	0.99938	0.99939	1.0	18840	0	-0.47152
ATP6V1C1	3	0.00065237	0.0019051	0.395659	91	3	-0.85915	0.99935	0.99936	1.0	18839	0	-0.85915
EMC2	3	0.00066334	0.0019345	0.397385	92	2	-0.62552	0.86343	0.86342	1.0	16158	0	-0.62552
ACBD3	3	0.00070727	0.0020471	0.408286	93	3	-0.38028	0.99929	0.9993	1.0	18837	0	-0.38028
KIDINS220	3	0.00070915	0.0020513	0.408286	94	3	-0.59372	0.99929	0.9993	1.0	18836	0	-0.59372
LIMS2	3	0.00071022	0.0020523	0.408286	95	1	-0.060422	0.58247	0.58846	1.0	10854	1	-0.060422
UGT3A2	3	0.00074532	0.0021587	0.423344	96	3	-0.81731	0.99925	0.99926	1.0	18835	0	-0.81731
ACOT2	3	0.00075126	0.0021728	0.423344	97	2	-0.76821	0.066684	0.12703	0.997828	2401	1	-0.76821
ANKRD44	3	0.00075952	0.0022006	0.424379	98	3	-0.55491	0.99222	0.99234	1.0	18658	0	-0.55491
KIAA0368	3	0.00077446	0.0022404	0.427693	99	3	-0.58623	0.99923	0.99923	1.0	18834	0	-0.58623
SEH1L	3	0.00078541	0.0022718	0.429356	100	2	-1.0142	0.77672	0.77687	1.0	14485	0	-1.0142
FAM71C	3	0.00085001	0.0024442	0.457357	101	3	-0.33051	0.99915	0.99916	1.0	18833	0	-0.33051
SLC3A2	3	0.000868	0.002494	0.462095	102	2	-0.27235	0.42582	0.46695	1.0	8659	1	-0.27235
CENPI	3	0.00089738	0.0025788	0.473181	103	3	-1.0487	0.9991	0.99911	1.0	18832	0	-1.0487
SPCS3	3	0.0009113	0.0026234	0.476723	104	2	-0.92392	0.82051	0.82051	1.0	15310	0	-0.92392
KCTD21	3	0.00094115	0.0027088	0.487553	105	3	-0.42389	0.99906	0.99907	1.0	18831	0	-0.42389
SLC22A20	3	0.00096768	0.0027779	0.49306	106	3	-0.41776	0.99903	0.99905	1.0	18830	0	-0.41776
NDFIP2	3	0.00097318	0.0027915	0.49306	107	2	-0.32926	0.97289	0.97305	1.0	18257	0	-0.32926
STAM	3	0.00099286	0.0028445	0.493516	108	3	-0.39115	0.99901	0.99902	1.0	18829	0	-0.39115
MLLT6	3	0.00099496	0.0028528	0.493516	109	3	-0.55343	0.99901	0.99902	1.0	18828	0	-0.55343
PHF8	3	0.0010187	0.002922	0.493516	110	3	-0.40172	0.99898	0.999	1.0	18827	0	-0.40172
CD27	3	0.0010223	0.0029356	0.493516	111	2	-0.90062	0.76094	0.76121	1.0	14165	0	-0.90062
IRAK3	3	0.0010278	0.0029466	0.493516	112	3	-0.58022	0.99897	0.999	1.0	18826	0	-0.58022
UBA2	3	0.001029	0.0029508	0.493516	113	3	-0.92762	0.98003	0.98016	1.0	18408	0	-0.92762
LCN9	3	0.0010655	0.0030572	0.502411	114	3	-0.47511	0.99893	0.99896	1.0	18823	0	-0.47511
ARPIN	3	0.0010655	0.0030572	0.502411	115	3	-0.37611	0.99893	0.99896	1.0	18824	0	-0.37611
GOSR1	3	0.0010787	0.0031001	0.505079	116	3	-0.64168	0.99806	0.99811	1.0	18794	0	-0.64168
COMMD10	3	0.0010915	0.0031384	0.506939	117	2	-0.73908	0.89956	0.89971	1.0	16833	0	-0.73908
PKD1L1	3	0.0011047	0.0031693	0.507594	118	3	-0.57551	0.9989	0.99892	1.0	18822	0	-0.57551
EML2	3	0.0011309	0.0032353	0.513811	119	2	-0.20133	0.59279	0.59756	1.0	11026	1	-0.20133
ZDHHC7	3	0.0011491	0.0032887	0.517946	120	3	-0.57748	0.99885	0.99888	1.0	18821	0	-0.57748
NUP37	3	0.0011733	0.0033589	0.521871	121	2	-0.66443	0.93764	0.93785	1.0	17552	0	-0.66443
SLC25A13	3	0.0011763	0.0033689	0.521871	122	2	-0.53817	0.93149	0.93161	1.0	17433	0	-0.53817
NIPA1	3	0.0012276	0.0035061	0.52299	123	3	-0.41207	0.99877	0.9988	1.0	18820	0	-0.41207
CLDN11	3	0.0012378	0.0035318	0.52299	124	2	-0.61886	0.86786	0.86791	1.0	16255	0	-0.61886
CTDSPL	3	0.0012378	0.0035318	0.52299	125	2	-0.93636	0.93149	0.93161	1.0	17429	0	-0.93636
ARHGEF6	3	0.0012568	0.0035784	0.52299	126	2	-0.76542	0.96069	0.96098	1.0	18009	0	-0.76542
AGO4	3	0.001259	0.0035858	0.52299	127	3	-0.49316	0.99874	0.99878	1.0	18818	0	-0.49316
PKP2	3	0.001259	0.0035858	0.52299	128	3	-0.33413	0.99874	0.99878	1.0	18819	0	-0.33413
RAB40C	3	0.00126	0.0035894	0.52299	129	2	-0.60315	0.82584	0.82579	1.0	15422	0	-0.60315
BRPF1	3	0.0012643	0.0035994	0.52299	130	2	-0.69152	0.84527	0.84534	1.0	15804	0	-0.69152
WDR59	3	0.0012739	0.0036298	0.52299	131	2	-0.65417	0.94551	0.94572	1.0	17705	0	-0.65417
MPND	3	0.0012834	0.0036528	0.52299	132	3	-0.45588	0.99872	0.99875	1.0	18817	0	-0.45588
WBP11	3	0.0013201	0.0037613	0.529001	133	3	-0.57228	0.99868	0.99872	1.0	18816	0	-0.57228
EIF5B	3	0.0013341	0.0037932	0.529001	134	3	-0.50531	0.99867	0.99871	1.0	18815	0	-0.50531
TAF11	3	0.0013355	0.0037969	0.529001	135	3	-0.548	0.99489	0.99502	1.0	18716	0	-0.548
PGBD5	3	0.0013412	0.00381	0.529001	136	2	-0.28127	0.69685	0.69687	1.0	12939	0	-0.28127
LOC101927322	3	0.001351	0.0038372	0.529001	137	3	-0.9469	0.99865	0.99869	1.0	18814	0	-0.9469
FCN3	3	0.0013851	0.0039242	0.529001	138	3	-0.35236	0.99861	0.99866	1.0	18812	0	-0.35236
C8B	3	0.0013851	0.0039242	0.529001	139	3	-0.44938	0.99861	0.99866	1.0	18813	0	-0.44938
CRYBB2	3	0.0013875	0.0039289	0.529001	140	2	-0.64415	0.63008	0.6314	1.0	11677	1	-0.64415
DDX60L	3	0.0013938	0.0039467	0.529001	141	2	-0.34872	0.66367	0.66365	1.0	12304	1	-0.34872
MIB1	3	0.0014203	0.0040143	0.53427	142	3	-0.3481	0.99858	0.99861	1.0	18811	0	-0.3481
SSPN	3	0.0014517	0.0041065	0.54272	143	2	-0.69724	0.90154	0.90165	1.0	16871	0	-0.69724
CAB39L	3	0.0014708	0.0041589	0.545826	144	3	-0.80515	0.99853	0.99856	1.0	18810	0	-0.80515
PAGE1	3	0.0015312	0.0043402	0.563305	145	3	-0.44301	0.99847	0.9985	1.0	18809	0	-0.44301
ZBTB48	3	0.001535	0.0043517	0.563305	146	3	-0.56682	0.99846	0.9985	1.0	18808	0	-0.56682
MARCH3	3	0.0015656	0.004446	0.571597	147	2	-0.57941	0.82998	0.82991	1.0	15513	0	-0.57941
SSB	3	0.0015846	0.0045036	0.575094	148	3	-0.9765	0.99635	0.99641	1.0	18746	0	-0.9765
PAPOLA	3	0.0015978	0.0045398	0.575819	149	3	-0.67266	0.9984	0.99844	1.0	18807	0	-0.67266
ZNF143	3	0.0016193	0.0046021	0.579835	150	2	-0.78792	0.81776	0.8177	1.0	15258	0	-0.78792
DECR2	3	0.0016446	0.0046728	0.582583	151	3	-0.48987	0.99836	0.9984	1.0	18806	0	-0.48987
YIPF5	3	0.0016513	0.004688	0.582583	152	3	-0.38122	0.99835	0.99839	1.0	18805	0	-0.38122
DHX36	3	0.0016666	0.0047415	0.582583	153	3	-0.66132	0.99676	0.99682	1.0	18756	0	-0.66132
EXOC2	3	0.0016682	0.0047472	0.582583	154	3	-0.68867	0.99833	0.99838	1.0	18804	0	-0.68867
ITGA1	3	0.0017115	0.0048635	0.593005	155	3	-0.53571	0.99829	0.99833	1.0	18803	0	-0.53571
PGAP2	3	0.0017327	0.0049175	0.595741	156	3	-0.41697	0.99827	0.99831	1.0	18802	0	-0.41697
COMMD6	3	0.0018439	0.0052318	0.613588	157	3	-0.55767	0.99816	0.9982	1.0	18800	0	-0.55767
CDC73	3	0.001851	0.0052496	0.613588	158	3	-0.51023	0.99815	0.9982	1.0	18799	0	-0.51023
TSPAN9	3	0.001851	0.0052496	0.613588	159	3	-0.52386	0.99815	0.9982	1.0	18798	0	-0.52386
ZSCAN18	3	0.001852	0.0052512	0.613588	160	2	-0.71984	0.85621	0.8562	1.0	16010	0	-0.71984
ANKRD10	3	0.0018558	0.0052617	0.613588	161	3	-0.36916	0.99814	0.99819	1.0	18797	0	-0.36916
CHCHD10	3	0.0018675	0.0052921	0.613588	162	2	-0.44904	0.84451	0.84455	1.0	15789	0	-0.44904
YARS	3	0.0019067	0.0054047	0.620072	163	3	-0.52418	0.99809	0.99814	1.0	18796	0	-0.52418
UBE2I	3	0.0019116	0.0054136	0.620072	164	2	-0.47316	0.963	0.96323	1.0	18051	0	-0.47316
DFNB59	3	0.0019307	0.0054718	0.620828	165	3	-0.54318	0.99807	0.99811	1.0	18795	0	-0.54318
ALCAM	3	0.0019365	0.0054859	0.620828	166	3	-0.49568	0.98808	0.98826	1.0	18578	0	-0.49568
SPZ1	3	0.001951	0.0055357	0.621858	167	2	-0.54965	0.86914	0.86924	1.0	16286	0	-0.54965
MAMLD1	3	0.0019606	0.0055608	0.621858	168	3	-0.34849	0.99804	0.99809	1.0	18793	0	-0.34849
PRR16	3	0.0019881	0.0056221	0.625015	169	2	-0.71847	0.6681	0.66806	1.0	12392	0	-0.71847
TAF9B	3	0.0020081	0.0056756	0.627245	170	2	-0.7058	0.2223	0.33827	1.0	6277	1	-0.7058
JUN	3	0.0020188	0.0057086	0.627245	171	3	-0.60341	0.98896	0.98908	1.0	18601	0	-0.60341
SLC18A3	3	0.0020471	0.0057835	0.631803	172	2	-0.70505	0.90063	0.90077	1.0	16856	0	-0.70505
MAP3K14	3	0.0020921	0.0059008	0.640918	173	3	-0.46606	0.99791	0.99796	1.0	18791	0	-0.46606
SRD5A2	3	0.0021822	0.0061434	0.662956	174	2	-0.38295	0.19283	0.30009	1.0	5564	1	-0.38295
C2orf48	3	0.0021941	0.0061753	0.662956	175	2	-0.47159	0.4151	0.4595	1.0	8517	1	-0.47159
RWDD2A	3	0.0022212	0.0062597	0.662956	176	3	-0.46681	0.99778	0.99782	1.0	18790	0	-0.46681
KLK5	3	0.0022297	0.006277	0.662956	177	3	-0.49714	0.99777	0.99782	1.0	18789	0	-0.49714
PRKDC	3	0.0022404	0.0063047	0.662956	178	2	-0.44812	0.84318	0.84321	1.0	15759	0	-0.44812
CDT1	3	0.0022558	0.0063451	0.662956	179	3	-0.8031	0.99774	0.99779	1.0	18788	0	-0.8031
EEPD1	3	0.002259	0.0063493	0.662956	180	3	-0.44998	0.99774	0.99779	1.0	18787	0	-0.44998
CD63	3	0.0023086	0.0064876	0.665096	181	2	-0.5506	0.24187	0.34963	1.0	6483	1	-0.5506
SLC39A1	3	0.0023156	0.0065127	0.665096	182	3	-0.45406	0.99768	0.99773	1.0	18786	0	-0.45406
SPEN	3	0.002323	0.0065379	0.665096	183	2	-0.66871	0.52699	0.54242	1.0	10020	1	-0.66871
RUNDC3A	3	0.002323	0.0065379	0.665096	184	3	-0.60426	0.9927	0.99282	1.0	18668	0	-0.60426
C14orf180	3	0.0023267	0.0065457	0.665096	185	3	-0.42487	0.99767	0.99772	1.0	18785	0	-0.42487
WDR20	3	0.0023663	0.0066568	0.672764	186	2	-0.51649	0.059908	0.11744	0.995647	2220	1	-0.51649
PDZD3	3	0.0023823	0.0066961	0.673136	187	2	-0.64168	0.90357	0.90363	1.0	16908	0	-0.64168
MAGEA9	3	0.0024365	0.0068334	0.673678	188	3	-0.43745	0.99756	0.99759	1.0	18784	0	-0.43745
SAE1	3	0.0024449	0.0068606	0.673678	189	3	-0.54884	0.99716	0.99719	1.0	18765	0	-0.54884
PCDHA12	3	0.0024762	0.0069418	0.673678	190	2	-0.54477	0.9255	0.92561	1.0	17312	0	-0.54477
ZFP41	3	0.0024835	0.0069685	0.673678	191	3	-0.52645	0.99752	0.99755	1.0	18781	0	-0.52645
CD300LF	3	0.0024835	0.0069685	0.673678	192	3	-0.44329	0.99752	0.99755	1.0	18783	0	-0.44329
SLC39A12	3	0.0024835	0.0069685	0.673678	193	3	-0.6163	0.99752	0.99755	1.0	18782	0	-0.6163
SPCS2	3	0.0024974	0.007002	0.673678	194	2	-0.6419	0.70813	0.70822	1.0	13169	0	-0.6419
RELA	3	0.0025009	0.007011	0.673678	195	3	-0.84204	0.9975	0.99753	1.0	18780	0	-0.84204
CUX2	3	0.0025174	0.0070497	0.673678	196	3	-0.57322	0.99748	0.99751	1.0	18779	0	-0.57322
RTP2	3	0.00255	0.0071414	0.673678	197	1	-0.093287	0.31588	0.39416	1.0	7331	1	-0.093287
MTDH	3	0.0025569	0.0071603	0.673678	198	3	-0.59723	0.99703	0.99706	1.0	18763	0	-0.59723
TBC1D2	3	0.0025765	0.0072121	0.673678	199	2	-0.46993	0.59654	0.60089	1.0	11095	1	-0.46993
CLPTM1L	3	0.0025783	0.007221	0.673678	200	3	-0.47658	0.99742	0.99745	1.0	18777	0	-0.47658
SOX9	3	0.0025783	0.007221	0.673678	201	3	-0.47658	0.99742	0.99745	1.0	18776	0	-0.47658
SMPD3	3	0.0025856	0.0072425	0.673678	202	3	-0.65649	0.97931	0.97948	1.0	18391	0	-0.65649
MAPKAPK3	3	0.0026106	0.0073075	0.673678	203	3	-0.35179	0.99739	0.99742	1.0	18774	0	-0.35179
ACCS	3	0.0026106	0.0073075	0.673678	204	3	-0.35179	0.99739	0.99742	1.0	18775	0	-0.35179
TNFRSF1A	3	0.0026389	0.0073834	0.675052	205	3	-0.66619	0.98295	0.9831	1.0	18482	0	-0.66619
PHPT1	3	0.0026471	0.0074065	0.675052	206	3	-0.64174	0.99735	0.99739	1.0	18773	0	-0.64174
FRZB	3	0.0026547	0.0074295	0.675052	207	3	-0.45862	0.99735	0.99738	1.0	18772	0	-0.45862
DHDDS	3	0.0026744	0.0074793	0.676323	208	3	-0.69425	0.99733	0.99736	1.0	18771	0	-0.69425
CLEC18A	2	0.0027203	0.0052627	0.613588	209	2	-0.71435	0.99728	0.99718	1.0	18770	0	-0.71435
CSH1	3	0.0027267	0.0076255	0.684718	210	2	-0.44713	0.12724	0.2113	1.0	3974	1	-0.44713
KRT6A	3	0.0027465	0.0076784	0.684718	211	3	-0.51532	0.99725	0.99729	1.0	18769	0	-0.51532
LAP3	3	0.0027527	0.0076931	0.684718	212	3	-0.4101	0.99725	0.99729	1.0	18768	0	-0.4101
TMEM106C	3	0.0027729	0.0077486	0.684718	213	3	-0.52727	0.99723	0.99726	1.0	18767	0	-0.52727
MILR1	3	0.0027751	0.0077533	0.684718	214	2	-0.51601	0.8766	0.87669	1.0	16415	0	-0.51601
KAT7	3	0.0028021	0.0078277	0.687362	215	3	-0.44027	0.9972	0.99723	1.0	18766	0	-0.44027
SLC6A3	3	0.0028126	0.007856	0.687362	216	2	-0.46942	0.89607	0.8962	1.0	16778	0	-0.46942
KBTBD2	3	0.0028505	0.007966	0.690967	217	3	-1.0625	0.99715	0.99718	1.0	18764	0	-1.0625
MED21	3	0.0028604	0.0079948	0.690967	218	3	-1.034	0.97683	0.97702	1.0	18330	0	-1.034
CREBBP	3	0.0028651	0.0080069	0.690967	219	2	-0.25754	0.90104	0.90116	1.0	16863	0	-0.25754
SKIV2L	3	0.0029702	0.008295	0.711102	220	1	-0.03948	0.90851	0.90861	1.0	16991	0	-0.03948
OSR1	3	0.0029783	0.0083154	0.711102	221	3	-0.39587	0.99702	0.99706	1.0	18762	0	-0.39587
MMP24	3	0.0030227	0.0084375	0.714081	222	2	-0.17733	0.90884	0.90893	1.0	17000	0	-0.17733
NEMP1	3	0.0030237	0.0084422	0.714081	223	3	-0.47831	0.99698	0.99702	1.0	18761	0	-0.47831
TAAR5	3	0.0030397	0.0084836	0.714081	224	3	-0.42167	0.99696	0.997	1.0	18760	0	-0.42167
FBRSL1	3	0.0030458	0.0085014	0.714081	225	3	-0.55666	0.99695	0.997	1.0	18759	0	-0.55666
RDX	3	0.0030752	0.008569	0.715055	226	1	-0.065209	0.83936	0.83936	1.0	15688	0	-0.065209
SLC5A10	3	0.0030885	0.0086088	0.715055	227	3	-0.4366	0.99691	0.99695	1.0	18758	0	-0.4366
UNG	3	0.0031039	0.0086518	0.715055	228	2	-0.51248	0.15501	0.24906	1.0	4652	1	-0.51248
LCNL1	3	0.0031088	0.0086643	0.715055	229	2	-0.58464	0.87495	0.87508	1.0	16391	0	-0.58464
HOXD13	3	0.0031277	0.0087199	0.716509	230	2	-0.61352	0.025382	0.064586	0.948414	1281	1	-0.61352
